alert_id,asset_type,age_months,last_service_days_ago,fault_code,pressure_psi,temperature_celsius,criticality
ALERT-10061,Air Handling Unit,166,688,FTC-004,169.3282278137751,20.976953239637613,High
ALERT-10062,Air Handling Unit,45,38,FTC-005,157.5145353512476,27.087199781064243,Low
ALERT-10063,Rooftop Unit,109,693,FTC-003,149.77658678619144,23.244127531445724,High
ALERT-10064,Rooftop Unit,22,149,FTC-006,169.10571144157956,21.829801165415752,Medium
ALERT-10065,Chiller,107,686,FTC-006,141.19833477603393,25.42032723583327,High
ALERT-10066,Air Handling Unit,48,98,FTC-004,151.94135876007314,27.935783789718855,Low
ALERT-10067,Rooftop Unit,97,315,FTC-006,156.14773510665714,24.682949028084526,High
ALERT-10068,Air Handling Unit,98,516,FTC-005,184.35282084639783,25.671254807511342,High
ALERT-10069,Air Handling Unit,65,429,FTC-005,116.0936363508218,24.559102662223722,Medium
ALERT-10070,Rooftop Unit,98,324,FTC-001,170.2775806632949,20.465751870121945,High
ALERT-10071,Chiller,151,357,FTC-002,150.11078903659416,20.409023482278613,High
ALERT-10072,Air Handling Unit,140,442,FTC-002,155.84537199737397,26.88422098310524,High
ALERT-10073,Rooftop Unit,37,687,FTC-006,161.25360816363633,18.588931881968993,High
ALERT-10074,Rooftop Unit,154,490,FTC-003,112.98190005963687,26.660971491370898,High
ALERT-10075,Rooftop Unit,151,118,FTC-004,153.48989198444056,16.293147934941818,Medium
ALERT-10076,Air Handling Unit,134,666,FTC-003,139.0832292501718,23.717112443066082,High
ALERT-10077,Rooftop Unit,144,507,FTC-001,142.94013651874283,18.387348255362898,High
ALERT-10078,Air Handling Unit,108,722,FTC-003,165.19079800645102,28.41506061615077,High
ALERT-10079,Air Handling Unit,125,666,FTC-001,171.9612653448233,28.07203654709182,High
ALERT-10080,Boiler,157,633,FTC-006,183.40753646902098,25.18004632155916,High
ALERT-10081,Air Handling Unit,173,183,FTC-004,159.26451481164173,18.25936498972908,Medium
ALERT-10082,Boiler,79,94,FTC-001,149.26910755888787,13.733080991390528,High
ALERT-10083,Boiler,52,133,FTC-003,126.92597038754585,25.207024487132447,Medium
ALERT-10084,Air Handling Unit,69,543,FTC-004,141.41818906440128,25.52872387838878,Medium
ALERT-10085,Air Handling Unit,48,198,FTC-002,168.16129567618805,18.18571491211602,High
ALERT-10086,Rooftop Unit,49,727,FTC-004,159.23493363437157,29.34946215376443,Medium
ALERT-10087,Rooftop Unit,153,563,FTC-001,144.56198382489964,18.12766826026571,High
ALERT-10088,Rooftop Unit,46,286,FTC-003,143.87378992412172,21.046545304693254,Medium
ALERT-10089,Air Handling Unit,167,429,FTC-006,128.41807800279622,22.390645699978574,High
ALERT-10090,Air Handling Unit,108,412,FTC-006,148.04466746910228,21.808761994076335,High
ALERT-10091,Rooftop Unit,52,437,FTC-002,167.36630880947294,23.109972943341347,High
ALERT-10092,Air Handling Unit,14,112,FTC-003,190.81716666494174,17.661136450219416,Medium
ALERT-10093,Boiler,97,612,FTC-005,100.72899519410646,27.7558344062927,High
ALERT-10094,Chiller,51,525,FTC-002,135.63912506364912,19.828695212719374,High
ALERT-10095,Rooftop Unit,38,534,FTC-006,126.41140725416986,17.092432597295165,High
ALERT-10096,Boiler,139,461,FTC-004,153.3845329830057,21.980005642837586,High
ALERT-10097,Rooftop Unit,88,624,FTC-003,161.75220066119687,16.386221274601265,High
ALERT-10098,Air Handling Unit,142,16,FTC-006,150.65380726424678,22.732013030167586,High
ALERT-10099,Rooftop Unit,36,480,FTC-006,150.67328208050188,15.114700133495578,High
ALERT-10100,Air Handling Unit,135,395,FTC-001,131.4011064469981,21.561180722344933,High
ALERT-10101,Air Handling Unit,85,103,FTC-006,125.35874915222655,21.53397367846026,High
ALERT-10102,Rooftop Unit,82,141,FTC-005,186.33231818795738,26.47250378410424,Medium
ALERT-10103,Boiler,34,557,FTC-004,155.7901795254591,27.683301164506425,Medium
ALERT-10104,Rooftop Unit,29,413,FTC-005,189.18146382806987,11.171164275312774,Medium
ALERT-10105,Rooftop Unit,101,562,FTC-004,149.6527062749616,27.74601193829386,Medium
ALERT-10106,Air Handling Unit,171,223,FTC-006,137.2885564435755,21.653166099679844,High
ALERT-10107,Air Handling Unit,32,584,FTC-001,154.73743645537286,25.601093524856854,High
ALERT-10108,Chiller,113,283,FTC-004,114.24388570845144,23.791885331650416,Medium
ALERT-10109,Air Handling Unit,136,397,FTC-004,172.30876746161687,17.857534872598663,Medium
ALERT-10110,Boiler,101,688,FTC-004,145.666229289869,16.237226954386063,High
ALERT-10111,Air Handling Unit,121,527,FTC-003,135.29129021382857,18.693439101715114,High
ALERT-10112,Chiller,141,45,FTC-006,135.0368943679615,27.441250791633507,High
ALERT-10113,Rooftop Unit,128,491,FTC-006,159.30293536916182,16.092754553953576,High
ALERT-10114,Air Handling Unit,132,331,FTC-006,153.34176383517718,21.871126844088444,High
ALERT-10115,Air Handling Unit,15,192,FTC-005,148.43448453509416,25.22343370735465,Low
ALERT-10116,Rooftop Unit,86,487,FTC-002,178.39085877592777,23.083758305827228,High
ALERT-10117,Rooftop Unit,170,534,FTC-006,158.1339996872548,22.34033236360333,High
ALERT-10118,Air Handling Unit,128,412,FTC-005,128.5961667829714,22.338743995070836,Medium
ALERT-10119,Rooftop Unit,123,542,FTC-002,132.5211663265559,19.229787282985935,High
ALERT-10120,Boiler,71,606,FTC-005,155.6910009588729,22.75072902918793,Medium
ALERT-10121,Air Handling Unit,116,246,FTC-006,182.4090419887617,20.558427482375098,High
ALERT-10122,Air Handling Unit,128,457,FTC-004,145.75079566653963,23.22631957499679,High
ALERT-10123,Air Handling Unit,158,420,FTC-006,175.36040156863405,22.19102146072487,High
ALERT-10124,Air Handling Unit,22,29,FTC-002,178.26971213092816,24.941678496609665,Medium
ALERT-10125,Rooftop Unit,122,100,FTC-003,134.62901844776056,20.020604131931407,Medium
ALERT-10126,Air Handling Unit,171,630,FTC-004,170.1530202227729,19.39705163429079,High
ALERT-10127,Rooftop Unit,39,522,FTC-006,168.16263237109627,17.8669898243396,High
ALERT-10128,Chiller,4,77,FTC-006,184.8804696317291,23.87255422889669,High
ALERT-10129,Air Handling Unit,165,304,FTC-005,139.67360535136083,19.26116164546166,High
ALERT-10130,Air Handling Unit,115,424,FTC-003,111.59593250170653,20.82523960931979,High
ALERT-10131,Rooftop Unit,142,413,FTC-001,119.65639890033884,21.93104354379894,High
ALERT-10132,Chiller,88,592,FTC-003,152.3585348946115,25.609018639051527,High
ALERT-10133,Rooftop Unit,128,523,FTC-001,166.12938989291817,15.53970840316561,High
ALERT-10134,Air Handling Unit,134,303,FTC-001,131.90615876784605,24.374864348893688,High
ALERT-10135,Rooftop Unit,133,1,FTC-001,169.37675476304946,28.102612697691377,High
ALERT-10136,Rooftop Unit,48,416,FTC-003,171.12643378540557,27.053382629170724,High
ALERT-10137,Chiller,45,316,FTC-004,173.91569027668677,25.280242270839338,Medium
ALERT-10138,Chiller,59,598,FTC-006,162.8421847588728,26.24447285113308,High
ALERT-10139,Air Handling Unit,163,425,FTC-006,154.44246544923732,18.852023379343205,High
ALERT-10140,Rooftop Unit,37,581,FTC-002,156.24828975417114,16.30271014053092,High
ALERT-10141,Air Handling Unit,54,371,FTC-004,124.8397069648923,23.853912633918526,Medium
ALERT-10142,Air Handling Unit,77,147,FTC-004,169.00520121666935,19.051630892176547,Medium
ALERT-10143,Air Handling Unit,135,147,FTC-005,142.03968492593202,25.16177644689074,Medium
ALERT-10144,Rooftop Unit,40,103,FTC-001,163.8356710572269,20.888357949262822,Medium
ALERT-10145,Boiler,5,41,FTC-005,136.1168590362351,21.569963104242188,Low
ALERT-10146,Air Handling Unit,43,591,FTC-006,128.99603276946286,16.365779886622956,High
ALERT-10147,Rooftop Unit,86,41,FTC-003,184.3014633868829,26.904498546572892,Medium
ALERT-10148,Air Handling Unit,143,140,FTC-002,173.71124141214852,18.399052918725385,High
ALERT-10149,Boiler,46,360,FTC-002,139.65806706156198,26.452555414711778,High
ALERT-10150,Boiler,172,48,FTC-002,137.92947484703765,10.683639484831549,High
ALERT-10151,Rooftop Unit,83,480,FTC-004,128.0070184954313,14.21920499765358,Medium
ALERT-10152,Air Handling Unit,106,155,FTC-003,133.48798088182858,19.948088005932107,High
ALERT-10153,Rooftop Unit,74,259,FTC-005,124.59799423821377,25.10941662078777,Medium
ALERT-10154,Boiler,109,636,FTC-002,149.35409121994144,23.404998384572526,High
ALERT-10155,Air Handling Unit,84,710,FTC-001,145.1962671797702,22.230134414965,High
ALERT-10156,Chiller,33,543,FTC-003,174.8420390513239,24.39150873865174,High
ALERT-10157,Air Handling Unit,123,307,FTC-004,145.9496944489049,22.87418745182169,Medium
ALERT-10158,Air Handling Unit,34,486,FTC-002,160.5293359912146,25.691119297937835,High
ALERT-10159,Rooftop Unit,152,165,FTC-003,137.57787847145374,24.59555565466816,High
ALERT-10160,Rooftop Unit,83,12,FTC-006,159.41718181966243,20.037126672347824,High
ALERT-10161,Air Handling Unit,46,213,FTC-001,171.93677641292797,19.10225291482172,High
ALERT-10162,Rooftop Unit,60,165,FTC-006,169.6214705170374,16.028975336834883,High
ALERT-10163,Chiller,119,52,FTC-006,173.0935002968414,24.553400334927126,High
ALERT-10164,Rooftop Unit,155,27,FTC-006,134.50915437397975,20.466945835999766,High
ALERT-10165,Rooftop Unit,149,482,FTC-005,149.71606958370978,21.311198345647437,Medium
ALERT-10166,Rooftop Unit,62,558,FTC-006,157.95238091298899,22.92230058074581,High
ALERT-10167,Rooftop Unit,74,7,FTC-002,160.3059057283485,17.440704656197695,High
ALERT-10168,Air Handling Unit,111,626,FTC-001,160.1477510515549,22.764313081501378,High
ALERT-10169,Air Handling Unit,128,43,FTC-003,158.02386521673597,24.071028979937346,Medium
ALERT-10170,Air Handling Unit,58,715,FTC-005,140.91932530135048,21.817121487098557,Medium
ALERT-10171,Chiller,136,337,FTC-001,153.8837868759214,21.219794005851725,High
ALERT-10172,Rooftop Unit,172,280,FTC-005,124.26334678833548,23.46637362563983,Medium
ALERT-10173,Air Handling Unit,106,465,FTC-005,135.23484342795058,29.780160422914765,Medium
ALERT-10174,Boiler,177,533,FTC-001,148.43712260749584,26.903320730264586,High
ALERT-10175,Air Handling Unit,7,212,FTC-005,134.0824938818069,19.976262545979083,Low
ALERT-10176,Chiller,124,435,FTC-002,158.59899877351734,19.323410223129965,High
ALERT-10177,Air Handling Unit,70,591,FTC-002,149.68951458853633,21.463554661145547,High
ALERT-10178,Chiller,109,21,FTC-006,173.94150996181185,24.241464980571482,High
ALERT-10179,Chiller,144,571,FTC-005,157.1344562443649,25.882250886325842,High
ALERT-10180,Rooftop Unit,21,603,FTC-003,159.40678981726265,24.67297161562859,High
ALERT-10181,Chiller,144,208,FTC-002,146.97378472794145,23.266138907661137,High
ALERT-10182,Rooftop Unit,144,357,FTC-005,181.1926377453613,19.26719450960966,High
ALERT-10183,Air Handling Unit,161,506,FTC-005,165.36598861668332,20.361416623989278,High
ALERT-10184,Air Handling Unit,53,318,FTC-005,167.39466636275048,26.75755785966882,Medium
ALERT-10185,Chiller,107,594,FTC-001,146.30206706958285,23.82661925370059,High
ALERT-10186,Air Handling Unit,118,379,FTC-004,116.91376704718914,21.905208910547145,High
ALERT-10187,Rooftop Unit,78,564,FTC-004,141.98665605730932,21.306099443194057,Medium
ALERT-10188,Air Handling Unit,112,360,FTC-004,137.22531475807546,22.29764508095796,Medium
ALERT-10189,Rooftop Unit,15,166,FTC-005,133.76394056804932,20.364594809325986,Low
ALERT-10190,Rooftop Unit,169,617,FTC-005,158.0509438998104,13.680982190858847,High
ALERT-10191,Air Handling Unit,102,478,FTC-005,165.67539855733872,24.652859902314628,Medium
ALERT-10192,Air Handling Unit,67,72,FTC-003,131.58153806258625,19.720658939212665,Medium
ALERT-10193,Air Handling Unit,159,173,FTC-001,161.28524933435938,15.490957016483458,High
ALERT-10194,Rooftop Unit,43,74,FTC-004,157.2883243827803,27.590870845795447,Low
ALERT-10195,Rooftop Unit,160,461,FTC-003,150.64108226747896,18.68799182075682,High
ALERT-10196,Rooftop Unit,26,618,FTC-004,117.02325571301458,17.90943582753985,Medium
ALERT-10197,Air Handling Unit,135,385,FTC-001,163.2423435881943,18.350082266019925,High
ALERT-10198,Air Handling Unit,15,442,FTC-003,163.18640706012852,23.09931745949616,High
ALERT-10199,Rooftop Unit,75,380,FTC-001,140.99981784631498,12.686702369581734,High
ALERT-10200,Rooftop Unit,98,684,FTC-006,149.1560343285015,27.494902627007058,High
ALERT-10201,Chiller,51,138,FTC-001,124.50124047269247,24.377871541641923,High
ALERT-10202,Air Handling Unit,144,654,FTC-004,148.23734537832968,22.251929586197114,High
ALERT-10203,Rooftop Unit,48,704,FTC-004,162.20458051125007,24.259861305508323,Medium
ALERT-10204,Rooftop Unit,141,154,FTC-001,157.3340240774693,19.647308611158113,High
ALERT-10205,Chiller,150,545,FTC-002,158.72931278161855,25.53765822985268,High
ALERT-10206,Chiller,169,683,FTC-006,144.88817035788136,21.930670691058626,High
ALERT-10207,Chiller,128,139,FTC-005,141.32074739141905,18.246599587471195,Medium
ALERT-10208,Air Handling Unit,120,608,FTC-004,115.17481149072322,29.62278080289426,High
ALERT-10209,Rooftop Unit,141,112,FTC-005,126.54154736702924,20.162808180488042,Medium
ALERT-10210,Air Handling Unit,159,555,FTC-003,186.80820916367614,27.111523950518734,High
ALERT-10211,Rooftop Unit,66,354,FTC-006,147.25492579889422,12.571993026392922,High
ALERT-10212,Air Handling Unit,93,359,FTC-005,133.63180205296848,19.269834097845965,Medium
ALERT-10213,Air Handling Unit,118,257,FTC-005,157.54059564251486,25.62755668333089,Medium
ALERT-10214,Air Handling Unit,108,193,FTC-004,164.1101329240192,21.066940168636755,Medium
ALERT-10215,Air Handling Unit,43,371,FTC-001,191.34819957009168,25.62184736588662,High
ALERT-10216,Rooftop Unit,100,303,FTC-005,146.4207346992367,22.176726186947533,Medium
ALERT-10217,Chiller,117,43,FTC-002,139.6498931036017,16.977982424487994,High
ALERT-10218,Air Handling Unit,76,360,FTC-003,162.27756640761186,13.91898263175916,High
ALERT-10219,Boiler,74,226,FTC-001,145.71092491898978,20.692223277936375,High
ALERT-10220,Rooftop Unit,64,465,FTC-003,156.06984645393968,25.06867725361115,High
ALERT-10221,Air Handling Unit,36,589,FTC-003,141.99461260443047,32.99745117832717,High
ALERT-10222,Boiler,45,668,FTC-006,158.33801157273805,20.88590731599465,High
ALERT-10223,Air Handling Unit,9,44,FTC-005,168.13086705197125,24.447021766591565,Low
ALERT-10224,Rooftop Unit,112,566,FTC-004,148.3054429409828,14.879655148014594,High
ALERT-10225,Rooftop Unit,124,54,FTC-004,140.51934534863994,19.234976370123466,Medium
ALERT-10226,Rooftop Unit,29,458,FTC-002,155.84838925969476,17.571332547412222,High
ALERT-10227,Rooftop Unit,147,52,FTC-006,115.41450421114142,17.651841769613657,High
ALERT-10228,Rooftop Unit,10,13,FTC-004,167.5022946675868,23.19269685838989,Low
ALERT-10229,Rooftop Unit,28,710,FTC-004,180.99872469631168,21.118730267149555,High
ALERT-10230,Air Handling Unit,27,196,FTC-006,163.58499955127635,18.63892307788223,High
ALERT-10231,Air Handling Unit,140,90,FTC-003,144.70426835717737,21.667099584858935,High
ALERT-10232,Rooftop Unit,92,503,FTC-002,165.2817028130593,17.443682412172077,High
ALERT-10233,Rooftop Unit,28,252,FTC-004,127.26997158370249,16.11624967494765,Low
ALERT-10234,Air Handling Unit,175,54,FTC-006,144.64859584576507,17.820510435377553,High
ALERT-10235,Rooftop Unit,98,589,FTC-005,135.16422287347535,22.561154277958103,High
ALERT-10236,Rooftop Unit,148,276,FTC-004,179.72139326541563,18.650776390659747,Medium
ALERT-10237,Boiler,116,710,FTC-002,132.80533677108434,20.01097826656852,High
ALERT-10238,Air Handling Unit,69,626,FTC-003,128.35785783413888,24.225277315760213,High
ALERT-10239,Air Handling Unit,53,455,FTC-006,146.0585382533666,14.998960676648522,High
ALERT-10240,Rooftop Unit,98,357,FTC-003,163.74949091263912,14.316276707543212,High
ALERT-10241,Rooftop Unit,156,540,FTC-003,123.62353849742021,20.978445218103285,High
ALERT-10242,Air Handling Unit,55,345,FTC-003,143.50923446756698,21.168511959450218,Medium
ALERT-10243,Boiler,53,339,FTC-001,172.64726632605445,16.64209870231304,High
ALERT-10244,Chiller,27,185,FTC-001,141.22276760734027,16.818672646656474,High
ALERT-10245,Rooftop Unit,38,679,FTC-001,188.35913366725325,25.89821415908104,High
ALERT-10246,Chiller,134,339,FTC-001,129.29587175600432,19.21646892899018,High
ALERT-10247,Chiller,58,336,FTC-005,146.17468901809085,18.232390580087497,Medium
ALERT-10248,Rooftop Unit,30,286,FTC-005,130.99250909723932,17.829701023537464,Medium
ALERT-10249,Air Handling Unit,167,81,FTC-004,174.1119074518836,18.246544428854122,Medium
ALERT-10250,Air Handling Unit,87,493,FTC-001,151.94308150096174,25.143029643235675,High
ALERT-10251,Air Handling Unit,116,126,FTC-002,171.1719071420134,24.577303667649133,High
ALERT-10252,Boiler,27,506,FTC-006,174.77205067563781,26.831992296234954,High
ALERT-10253,Chiller,45,309,FTC-001,162.54305648336532,22.647959508697877,High
ALERT-10254,Chiller,138,605,FTC-005,210.86863069030707,10.887643520315756,High
ALERT-10255,Rooftop Unit,32,698,FTC-001,182.8272053926407,22.906841260750998,High
ALERT-10256,Rooftop Unit,91,441,FTC-004,171.86555817080574,23.584470974056337,Medium
ALERT-10257,Rooftop Unit,170,77,FTC-006,149.85911677763798,21.763942820146116,High
ALERT-10258,Chiller,134,72,FTC-004,177.50988440118897,19.25152459115685,Medium
ALERT-10259,Rooftop Unit,67,171,FTC-001,119.54889599046155,19.411682355469353,High
ALERT-10260,Rooftop Unit,177,473,FTC-001,178.49918928326784,20.689946079493534,High
ALERT-10261,Rooftop Unit,151,400,FTC-005,146.89196455532132,19.73533727949469,High
ALERT-10262,Air Handling Unit,178,41,FTC-003,187.95281697424076,32.0465016138568,High
ALERT-10263,Air Handling Unit,139,61,FTC-003,152.45489591316948,16.791147702440576,Medium
ALERT-10264,Air Handling Unit,74,511,FTC-005,137.22944873734568,13.510321884635855,Medium
ALERT-10265,Air Handling Unit,27,155,FTC-004,124.94635967554296,21.934402320093998,Medium
ALERT-10266,Rooftop Unit,101,562,FTC-002,111.16527271994859,23.762254843825502,High
ALERT-10267,Chiller,112,65,FTC-003,152.49005093422187,27.031432886939513,Medium
ALERT-10268,Chiller,162,123,FTC-002,153.37121200792083,19.22852076851684,High
ALERT-10269,Rooftop Unit,168,154,FTC-001,144.68866426497559,23.00308626938353,High
ALERT-10270,Air Handling Unit,114,634,FTC-001,153.51649902324033,19.234097069432902,High
ALERT-10271,Boiler,51,130,FTC-004,141.34457409452654,19.463585506125593,Low
ALERT-10272,Air Handling Unit,30,385,FTC-006,170.52133398508448,22.259507658392288,High
ALERT-10273,Air Handling Unit,163,42,FTC-002,124.68721235095593,19.883310883291376,High
ALERT-10274,Air Handling Unit,137,658,FTC-006,185.71013751482533,12.459343110300786,High
ALERT-10275,Air Handling Unit,108,155,FTC-002,166.77329334774157,24.33925124957071,High
ALERT-10276,Air Handling Unit,125,280,FTC-002,177.55378472509057,26.23782867560998,High
ALERT-10277,Chiller,97,451,FTC-004,141.36848628583508,24.074377985226217,Medium
ALERT-10278,Air Handling Unit,152,602,FTC-005,166.1176045777916,16.06649412232599,High
ALERT-10279,Boiler,76,701,FTC-006,136.02689315413275,16.18903074014937,High
ALERT-10280,Rooftop Unit,171,646,FTC-001,174.97498244319866,28.4169457649303,High
ALERT-10281,Air Handling Unit,45,41,FTC-001,124.86391660372874,24.261402325275373,High
ALERT-10282,Chiller,14,311,FTC-004,172.2710140732527,24.440222810971868,Medium
ALERT-10283,Rooftop Unit,82,231,FTC-004,192.78531259225173,18.826697297896008,Medium
ALERT-10284,Air Handling Unit,141,555,FTC-005,148.7013548697736,18.74508294792766,High
ALERT-10285,Rooftop Unit,45,572,FTC-003,138.6729258367147,30.40060793774918,High
ALERT-10286,Boiler,119,211,FTC-001,190.43445531522352,27.866066798803736,High
ALERT-10287,Boiler,18,116,FTC-003,160.35986959359357,19.923018285024973,Medium
ALERT-10288,Chiller,108,363,FTC-003,173.10837186012657,24.798184552418718,High
ALERT-10289,Rooftop Unit,160,41,FTC-002,167.77418828567417,23.62789808194326,High
ALERT-10290,Boiler,35,552,FTC-005,146.7185383371273,27.652839915556118,Medium
ALERT-10291,Rooftop Unit,42,83,FTC-002,154.0599884687014,21.773145847644773,High
ALERT-10292,Rooftop Unit,70,252,FTC-001,156.2571647255549,24.683854072404195,High
ALERT-10293,Rooftop Unit,67,202,FTC-001,141.20674410897337,18.32406197830127,High
ALERT-10294,Air Handling Unit,168,514,FTC-003,127.46282776455315,26.04726112188576,High
ALERT-10295,Air Handling Unit,83,82,FTC-005,161.13694681675847,34.467611410157836,Low
ALERT-10296,Air Handling Unit,89,252,FTC-001,143.3541343471594,22.984585861305476,High
ALERT-10297,Chiller,78,291,FTC-003,129.47452833810354,21.083181518012065,High
ALERT-10298,Air Handling Unit,123,638,FTC-003,183.9083631506777,24.804733311931265,High
ALERT-10299,Rooftop Unit,78,166,FTC-003,164.4668722587362,22.167951301745834,Medium
ALERT-10300,Boiler,163,592,FTC-001,150.93971433335503,26.325308078005918,High
ALERT-10301,Rooftop Unit,66,232,FTC-006,129.85978365857318,15.345667228157891,High
ALERT-10302,Chiller,34,478,FTC-006,166.51312369698218,30.58767383317273,High
ALERT-10303,Air Handling Unit,14,219,FTC-003,130.54724983146835,25.642559380580146,Medium
ALERT-10304,Rooftop Unit,130,292,FTC-004,163.14382725119202,12.286780009552821,Medium
ALERT-10305,Boiler,53,77,FTC-004,131.60543432658042,21.910940083321627,Low
ALERT-10306,Air Handling Unit,20,152,FTC-003,160.39529062644436,18.61298894387074,Medium
ALERT-10307,Air Handling Unit,108,87,FTC-006,148.07169014493843,22.143971078394937,High
ALERT-10308,Boiler,40,307,FTC-002,158.42660952988803,17.67679910119638,High
ALERT-10309,Air Handling Unit,116,236,FTC-003,121.58029765504887,21.79938801714295,High
ALERT-10310,Rooftop Unit,138,291,FTC-002,165.9968296574622,24.536639666020804,High
